Bike number,Bike serviceable,Station number,Station name,Station capacity
W22568,t,31917,N Lynn St & Fairfax Dr,17
W22569,t,32213,Sunset Hills & Old Reston Ave,10
W22570,t,32017,Monroe St & Monroe Pl,11
W22571,t,31267,17th St & Massachusetts Ave NW,11
W22572,t,31401,14th St & Spring Rd NW,15
W22573,t,31516,Rhode Island Ave Metro,9
W22574,t,32011,Maple & Ritchie Ave,28
W22575,t,31712,Oklahoma Ave & D St NE,27
W22576,t,31090,6th & S Ball St,13
W22577,t,31109,7th & T St NW,29
W22578,t,31013,23rd & Eads St,17
W22579,t,31286,11th & O St NW,19
W22581,t,31265,5th St & Massachusetts Ave NW,24
W22582,t,32015,Crabbs Branch Way & Redland Rd,12
W22583,t,31916,Potomac & Swann Ave,27
W22584,t,31270,8th & D St NW,9
W22585,t,31243,Maryland & Independence Ave SW,15
W22586,t,31005,Pentagon City Metro / 12th & S Hayes St,17
W22587,t,31051,Arlington Blvd & N Queen St,17
W22588,t,31224,19th & L St NW,13
W22590,t,31611,13th & H St NE,29
W22591,t,31115,Columbia Rd & Georgia Ave NW,22
W22592,t,31600,5th & K St NW,28
W22593,t,31622,13th & D St NE,35
W22594,t,31508,Gallaudet / 8th St & Florida Ave NE,26
W22595,t,32033,Piccard & W Gude Dr,11
W22596,t,31630,15th & East Capitol St NE,18
W22597,t,31306,39th & Calvert St NW / Stoddert,15
W22598,t,31108,4th & M St SW,28
W22599,t,31090,6th & S Ball St,13
W22600,t,31609,6th & Water St SW / SW Waterfront,26
W22601,t,31280,11th & S St NW,35
W22602,t,31812,16th & Q St SE / Anacostia HS,14
W22604,t,31630,15th & East Capitol St NE,18
W22605,t,32027,Battery Ln & Trolley Trail,15
W22606,t,31619,Lincoln Park / 13th & East Capitol St NE ,30
W22607,t,31091,S Joyce & 16th St S,16
W22608,t,31617,Bladensburg Rd & Benning Rd NE,24
W22609,t,31032,Washington Blvd & 7th St N,8
W22610,t,31623,Columbus Circle / Union Station,51
W22611,t,31509,New Jersey Ave & R St NW,27
W22612,t,31101,14th & V St NW,42
W22613,t,31265,5th St & Massachusetts Ave NW,24
W22614,t,31068,Columbia Pike & S Dinwiddie St / Arlington Mill Community Center,11
W22615,t,31013,23rd & Eads St,17
W22616,t,31626,15th St & Massachusetts Ave SE,23
W22617,t,31503,Florida Ave & R St NW,27
W22618,t,31202,14th & R St NW,20
W22619,t,31916,Potomac & Swann Ave,27
W22620,t,31011,23rd & Crystal Dr,20
W22621,t,31056,S Troy St & 26th St S,9
W22622,t,31636,New Jersey Ave & N St NW/Dunbar HS,19
W22623,t,31400,Georgia & New Hampshire Ave NW,18
W22624,t,31803,Good Hope Rd & 14th St SE,19
W22625,t,31273,Hains Point/Buckeye & Ohio Dr SW,19
W22626,t,32006,13th St & Eastern Ave,9
W22627,t,31115,Columbia Rd & Georgia Ave NW,22
W22628,t,32009,Frederick Ave & Horners Ln,12
W22629,t,31058,S Oakland St & Columbia Pike,12
W22630,f,,,
W22631,t,31626,15th St & Massachusetts Ave SE,23
W22632,t,31267,17th St & Massachusetts Ave NW,11
W22633,t,31229,New Hampshire Ave & T St NW,25
W22634,t,31061,S Kenmore & 24th St S,7
W22635,t,31812,16th & Q St SE / Anacostia HS,14
W22636,t,31622,13th & D St NE,35
W22637,t,31712,Oklahoma Ave & D St NE,27
W22638,t,31907,Franklin & S Washington St,21
W22639,t,31623,Columbus Circle / Union Station,51
W22640,t,31622,13th & D St NE,35
W22641,t,31006,S Joyce & Army Navy Dr,22
W22642,t,31916,Potomac & Swann Ave,27
W22643,t,31082,Eisenhower Ave & Mill Race Ln,9
W22644,t,31005,Pentagon City Metro / 12th & S Hayes St,17
W22645,t,31256,10th & E St NW,17
W22646,t,31502,John McCormack Dr & Michigan Ave NE,8
W22647,f,,,
W22648,f,,,
W22649,t,31212,21st & M St NW,17
W22650,t,31217,USDA / 12th & Independence Ave SW,10
W22651,t,31508,Gallaudet / 8th St & Florida Ave NE,26
W22652,t,31626,15th St & Massachusetts Ave SE,23
W22653,t,31273,Hains Point/Buckeye & Ohio Dr SW,19
W22654,t,31503,Florida Ave & R St NW,27
W22655,t,31041,Prince St & Union St,23
W22656,t,31612,D St & Maryland Ave NE,28
W22657,t,31051,Arlington Blvd & N Queen St,17
W22659,f,,,
W22660,f,,,
W22661,t,31517,Union Market/6th St & Neal Pl NE,16
W22662,t,32011,Maple & Ritchie Ave,28
W22663,t,31054,Walter Reed Community Center / Walter Reed Dr & 16th St S,8
W22664,t,31102,11th & Kenyon St NW,30
W22665,f,,,
W22666,t,31279,19th & G St NW,5
W22667,t,31404,9th & Upshur St NW,14
W22668,t,31081,Duke St & John Carlyle St,7
W22669,t,31300,Van Ness Metro / UDC,9
W22670,t,31108,4th & M St SW,28
W22671,t,31803,Good Hope Rd & 14th St SE,19
W22672,t,31305,Connecticut Ave & Newark St NW / Cleveland Park,16
W22673,t,31708,Anacostia Ave & Benning Rd NE / River Terrace ,21
W22674,t,31041,Prince St & Union St,23
W22675,t,31629,8th & East Capitol St NE,10
W22676,t,31114,18th St & Wyoming Ave NW,17
W22677,t,31619,Lincoln Park / 13th & East Capitol St NE ,30
W22678,t,31203,14th & Rhode Island Ave NW,20
W22679,t,31044,King St & Patrick St,9
W22680,t,31811,South Capitol & Atlantic St SW,11
W22681,t,31305,Connecticut Ave & Newark St NW / Cleveland Park,16
W22682,t,31412,3rd St & Riggs Rd NE,20
W22683,f,,,
W22684,t,31314,34th & Water St NW,24
W22685,t,31214,17th & Corcoran St NW,30
W22686,t,31505,Eckington Pl & Q St NE,16
W22687,t,31270,8th & D St NW,9
W22689,t,31708,Anacostia Ave & Benning Rd NE / River Terrace ,21
W22690,t,31010,S Glebe & Potomac Ave,15
W22691,t,31005,Pentagon City Metro / 12th & S Hayes St,17
W22692,t,31916,Potomac & Swann Ave,27
W22693,t,31633,Independence Ave & L'Enfant Plaza SW/DOE,13
W22694,f,,,
W22695,t,31120,10th & Florida Ave NW,21
W22696,t,31917,N Lynn St & Fairfax Dr,17
W22697,t,31203,14th & Rhode Island Ave NW,20
W22698,t,31125,15th & W St NW,24
W22699,f,,,
W22700,t,31223,Convention Center / 7th & M St NW,21
W22701,t,31096,S Walter Reed Dr & 8th St S,14
W22702,t,31074,TJ Cmty Ctr / 2nd St & S Old Glebe Rd,17
W22703,t,31303,Tenleytown / Wisconsin Ave & Albemarle St NW,9
W22704,t,31293,31st & Water St NW,15
W22705,t,32218,Temporary Rd & Old Reston Ave,7
W22706,t,31619,Lincoln Park / 13th & East Capitol St NE ,30
W22707,t,31500,4th & W St NE,19
W22708,t,31112,Harvard St & Adams Mill Rd NW,17
W22709,t,32002,Bethesda Ave & Arlington Rd,22
W22710,t,31625,3rd & G St SE,27
W22711,t,31600,5th & K St NW,28
W22712,t,31118,3rd & Elm St NW,20
W22713,t,31628,1st & K St SE,23
W22714,t,31228,8th & H St NW,24
W22715,t,31919,Carlin Springs Rd & N Thomas St,5
W22716,t,31125,15th & W St NW,24
W22717,t,31612,D St & Maryland Ave NE,28
W22718,t,31125,15th & W St NW,24
W22719,t,31031,15th & N Scott St,14
W22720,t,31098,King St Metro North / Cameron St,19
W22721,t,31272,Washington & Independence Ave SW/HHS,14
W22722,t,31269,3rd St & Pennsylvania Ave SE,16
W22723,t,31201,15th & P St NW,16
W22724,t,31274,10th & G St NW,14
W22725,t,31914,Lee Center,16
W22726,t,31288,4th St & Madison Dr NW,6
W22727,t,31098,King St Metro North / Cameron St,19
W22728,f,,,
W22729,t,31616,3rd & H St NE,28
W22730,t,31243,Maryland & Independence Ave SW,15
W22731,t,31623,Columbus Circle / Union Station,51
W22733,t,31267,17th St & Massachusetts Ave NW,11
W22734,t,31611,13th & H St NE,29
W22735,t,31084,Ballenger Ave & Dulaney St,11
W22736,t,32001,Fenton St & New York Ave ,7
W22737,t,31641,2nd St & Massachusetts Ave NE,33
W22738,t,31116,California St & Florida Ave NW,21
W22739,t,31908,Radford & Osage St,12
W22740,t,31256,10th & E St NW,17
W22741,t,31060,S Arlington Mill Dr & Campbell Ave,12
W22742,f,,,
W22743,t,31632,15th & F St NE,25
W22744,t,31903,Royal & Wilkes St,17
W22745,t,31626,15th St & Massachusetts Ave SE,23
W22746,t,31282,16th & R St NW,20
W22747,t,31106,Calvert & Biltmore St NW,9
W22748,t,31623,Columbus Circle / Union Station,51
W22749,t,31613,Eastern Market Metro / Pennsylvania Ave & 7th St SE,16
W22750,t,31006,S Joyce & Army Navy Dr,22
W22751,t,31080,Lee Hwy & N Scott St,5
W22752,t,32050,Spring St & Second Ave,10
W22753,t,31122,16th & Irving St NW,8
W22754,f,,,
W22755,t,31611,13th & H St NE,29
W22756,t,31043,Saint Asaph St & Pendleton  St,17
W22757,t,31616,3rd & H St NE,28
W22758,t,31710,Nannie Helen Burroughs Ave & 49th St NE,13
W22759,t,32210,Town Center Pkwy & Bowman Towne Dr,4
W22760,t,31219,10th St & Constitution Ave NW,13
W22761,t,31236,37th & O St NW / Georgetown University,5
W22762,t,31632,15th & F St NE,25
W22763,t,31107,Lamont & Mt Pleasant NW,25
W22764,t,31508,Gallaudet / 8th St & Florida Ave NE,26
W22765,t,31616,3rd & H St NE,28
W22766,t,31520,24th & R St NE / National Arboretum,10
W22767,t,31240,Ohio Dr & West Basin Dr SW / MLK & FDR Memorials,22
W22768,t,31637,North Capitol St & G Pl NE,6
W22769,t,31118,3rd & Elm St NW,20
W22770,f,,,
W22771,t,31300,Van Ness Metro / UDC,9
W22772,t,32061,New Hampshire & Kirklynn Ave,9
W22773,t,31249,Jefferson Memorial,31
W22774,f,,,
W22775,t,32028,Norfolk & Rugby Ave,16
W22776,f,,,
W22777,t,31640,Maryland Ave & E St NE,23
W22778,f,,,
W22779,t,31245,7th & R St NW / Shaw Library,26
W22780,t,31209,1st & N St  SE,35
W22781,t,31205,21st & I St NW,2
W22782,t,31270,8th & D St NW,9
W22783,t,31617,Bladensburg Rd & Benning Rd NE,24
W22784,t,31708,Anacostia Ave & Benning Rd NE / River Terrace ,21
W22785,t,31912,Mount Vernon Ave & Bruce St,10
W22786,t,31244,4th & E St SW,19
W22788,t,31701,Branch & Pennsylvania Ave SE,10
W22789,t,31059,S Four Mile Run & Walter Reed Dr,8
W22790,t,31053,Columbia Pike & S Courthouse Rd,12
W22791,f,,,
W22792,t,32055,Woodmont Ave & Strathmore St,12
W22793,t,31118,3rd & Elm St NW,20
W22794,t,31629,8th & East Capitol St NE,10
W22795,t,31044,King St & Patrick St,9
W22796,t,31286,11th & O St NW,19
W22797,t,31404,9th & Upshur St NW,14
W22798,t,31031,15th & N Scott St,14
W22799,t,31636,New Jersey Ave & N St NW/Dunbar HS,19
W22800,t,31505,Eckington Pl & Q St NE,16
W22801,t,31520,24th & R St NE / National Arboretum,10
W22802,t,31055,28th St S & S Meade St,21
W22803,t,31912,Mount Vernon Ave & Bruce St,10
W22804,f,,,
W22805,t,31256,10th & E St NW,17
W22806,t,31290,17th St & Independence Ave SW,9
W22807,t,31268,12th & U St NW,36
W22808,t,31046,Henry St & Pendleton St,20
W22809,t,31502,John McCormack Dr & Michigan Ave NE,8
W22810,f,,,
W22811,t,31115,Columbia Rd & Georgia Ave NW,22
W22812,t,32020,Crabbs Branch Way & Calhoun Pl,6
W22813,t,31120,10th & Florida Ave NW,21
W22814,t,31245,7th & R St NW / Shaw Library,26
W22815,t,31642,New Jersey Ave & L St NW,9
W22816,t,32203,Tysons One Pl & Chain Bridge Rd,8
W22817,t,31114,18th St & Wyoming Ave NW,17
W22818,t,31087,Monroe Ave & Leslie Ave,11
W22819,t,31286,11th & O St NW,19
W22820,t,32051,Connecticut Ave & Chevy Chase Lake Dr,7
W22821,t,31613,Eastern Market Metro / Pennsylvania Ave & 7th St SE,16
W22822,t,31278,18th & R St NW,11
W22823,t,31712,Oklahoma Ave & D St NE,27
W22824,t,31703,Minnesota Ave Metro/DOES,5
W22825,f,,,
W22826,t,31041,Prince St & Union St,23
W22827,t,31016,Clarendon Blvd & Pierce St,17
W22828,t,31503,Florida Ave & R St NW,27
W22829,t,31506,1st & Rhode Island Ave NW,18
W22830,t,31268,12th & U St NW,36
W22832,t,31622,13th & D St NE,35
W22833,f,,,
W22834,t,31609,6th & Water St SW / SW Waterfront,26
W22835,t,31644,12th St & Pennsylvania Ave SE,25
W22836,t,32017,Monroe St & Monroe Pl,11
W22837,t,31092,Lee Hwy & N Monroe St,9
W22838,t,31046,Henry St & Pendleton St,20
W22839,t,32055,Woodmont Ave & Strathmore St,12
W22840,t,31607,14th & D St SE,21
W22841,f,,,
W22842,t,31714,61st St & Banks Pl NE,11
W22843,t,31045,Commerce St & Fayette St,12
W22844,t,32002,Bethesda Ave & Arlington Rd,22
W22845,t,31619,Lincoln Park / 13th & East Capitol St NE ,30
W22846,t,31618,4th & East Capitol St NE,16
W22847,t,31710,Nannie Helen Burroughs Ave & 49th St NE,13
W22848,t,31108,4th & M St SW,28
W22849,t,31226,34th St & Wisconsin Ave NW,9
W22850,t,31916,Potomac & Swann Ave,27
W22851,t,31091,S Joyce & 16th St S,16
W22852,t,31800,Alabama & MLK Ave SE,8
W22853,t,31083,Potomac Greens Dr & Slaters Ln,18
W22854,t,31101,14th & V St NW,42
W22855,t,31607,14th & D St SE,21
W22856,t,31044,King St & Patrick St,9
W22857,t,31083,Potomac Greens Dr & Slaters Ln,18
W22858,t,31286,11th & O St NW,19
W22860,t,32037,King Farm Blvd & Pleasant Dr,16
W22861,t,32024,Fenton St & Gist Ave,11
W22862,t,31019,Wilson Blvd & N Edgewood St,13
W22863,f,,,
W22864,t,31245,7th & R St NW / Shaw Library,26
W22865,t,31226,34th St & Wisconsin Ave NW,9
W22866,t,32058,Sligo Ave & Carroll Ln,7
W22867,t,31218,L'Enfant Plaza / 7th & C St SW,7
W22868,t,32002,Bethesda Ave & Arlington Rd,22
W22869,t,31271,Constitution Ave & 2nd St NW/DOL,10
W22870,t,31514,Hamlin & 7th St NE,13
W22871,t,31645,6th & K St NE,23
W22872,t,31909,Mount Vernon Ave & Four Mile Run Park,13
W22873,t,31908,Radford & Osage St,12
W22874,t,31111,10th & U St NW,17
W22875,t,31010,S Glebe & Potomac Ave,15
W22876,t,31639,2nd & G St NE,36
W22877,f,,,
W22878,t,31121,Calvert St & Woodley Pl NW,13
W22879,t,31609,6th & Water St SW / SW Waterfront,26
W22880,t,32055,Woodmont Ave & Strathmore St,12
W22881,f,,,
W22882,t,31619,Lincoln Park / 13th & East Capitol St NE ,30
W22883,t,31618,4th & East Capitol St NE,16
W22884,f,,,
W22885,t,31615,6th & H St NE,35
W22886,t,31319,Wisconsin Ave & Brandywine St NW,1
W22887,t,31101,14th & V St NW,42
W22888,t,31108,4th & M St SW,28
W22889,t,31249,Jefferson Memorial,31
W22891,t,31606,Potomac & Pennsylvania Ave SE,15
W22892,t,31912,Mount Vernon Ave & Bruce St,10
W22893,f,,,
W22894,t,31228,8th & H St NW,24
W22895,t,31101,14th & V St NW,42
W22896,t,31294,7th & E St SW,6
W22897,t,31096,S Walter Reed Dr & 8th St S,14
W22898,t,31006,S Joyce & Army Navy Dr,22
W22899,f,,,
W22900,t,32002,Bethesda Ave & Arlington Rd,22
W22901,t,31095,Army Navy Dr & S Nash St,14
W22903,f,,,
W22904,t,31616,3rd & H St NE,28
W22905,t,31214,17th & Corcoran St NW,30
W22906,t,31092,Lee Hwy & N Monroe St,9
W22907,t,31036,George Mason Dr & Wilson Blvd,15
W22908,t,31617,Bladensburg Rd & Benning Rd NE,24
W22909,t,31248,Smithsonian-National Mall / Jefferson Dr & 12th St SW,18
W22910,t,32213,Sunset Hills & Old Reston Ave,10
W22911,t,31114,18th St & Wyoming Ave NW,17
W22912,t,31800,Alabama & MLK Ave SE,8
W22913,f,,,
W22914,t,31616,3rd & H St NE,28
W22915,t,31002,20th & Crystal Dr,15
W22916,t,31639,2nd & G St NE,36
W22917,t,31617,Bladensburg Rd & Benning Rd NE,24
W22918,f,,,
W22920,t,31059,S Four Mile Run & Walter Reed Dr,8
W22921,t,31622,13th & D St NE,35
W22922,t,32066,Windham Ln & Amherst Ave,8
W22923,t,31624,North Capitol St & F St NW,24
W22924,t,31118,3rd & Elm St NW,20
W22925,t,31055,28th St S & S Meade St,21
W22926,t,31270,8th & D St NW,9
W22927,t,32064,Amherst Ave & Prichard Rd,12
W22929,t,31117,15th & Euclid St  NW,15
W22930,t,32204,Tysons Corner Station,9
W22931,t,31223,Convention Center / 7th & M St NW,21
W22932,t,31003,15th & Crystal Dr,7
W22933,t,31643,1st & D St SE,17
W22934,t,31625,3rd & G St SE,27
W22935,t,32020,Crabbs Branch Way & Calhoun Pl,6
W22936,f,,,
W22937,f,,,
W22938,t,32045,Shady Grove Metro West,16
W22939,t,32047,Rockville Metro West,11
W22940,t,32007,E Montgomery Ave & Maryland Ave,15
W22941,t,31111,10th & U St NW,17
W22942,t,31600,5th & K St NW,28
W22943,t,31043,Saint Asaph St & Pendleton  St,17
W22944,t,31625,3rd & G St SE,27
W22945,t,31640,Maryland Ave & E St NE,23
W22946,t,31108,4th & M St SW,28
W22947,t,31226,34th St & Wisconsin Ave NW,9
W22948,t,31125,15th & W St NW,24
W22949,f,,,
W22950,t,31905,Kennebec St & 11th St N,16
W22951,f,,,
W22952,t,31603,1st & M St NE,17
W22953,t,31016,Clarendon Blvd & Pierce St,17
W22954,t,32214,Reston Town Center Transit Station,17
W22955,f,,,
W22956,f,,,
W22957,t,31232,7th & F St NW/Portrait Gallery,23
W22958,t,32046,River Rd & Landy Ln,19
W22959,t,31714,61st St & Banks Pl NE,11
W22960,t,31102,11th & Kenyon St NW,30
W22961,t,31306,39th & Calvert St NW / Stoddert,15
W22962,t,31202,14th & R St NW,20
W22963,t,31248,Smithsonian-National Mall / Jefferson Dr & 12th St SW,18
W22964,t,31125,15th & W St NW,24
W22965,t,31708,Anacostia Ave & Benning Rd NE / River Terrace ,21
W22966,t,31116,California St & Florida Ave NW,21
W22967,t,31207,Georgia Ave and Fairmont St NW,8
W22968,f,,,
W22969,f,,,
W22970,f,,,
W22971,t,31509,New Jersey Ave & R St NW,27
W22972,t,31280,11th & S St NW,35
W22973,t,32064,Amherst Ave & Prichard Rd,12
W22974,t,31086,Mount Vernon Ave & E Del Ray Ave,16
W22975,t,31403,4th & Kennedy St NW,16
W22976,t,31519,1st & O St NW,19
W22977,t,31024,Virginia Square Metro / N Monroe St & 9th St N,20
W22978,t,31014,Lynn & 19th St North,28
W22979,t,31102,11th & Kenyon St NW,30
W22980,t,32063,Amherst Ave & Elkins St,12
W22981,t,31078,Arlington Blvd & S George Mason Dr/NFATC,8
W22982,t,31639,2nd & G St NE,36
W22983,t,32056,East West Hwy & 16th St,6
W22984,t,32213,Sunset Hills & Old Reston Ave,10
W22985,t,32064,Amherst Ave & Prichard Rd,12
W22987,t,31060,S Arlington Mill Dr & Campbell Ave,12
W22989,t,32063,Amherst Ave & Elkins St,12
W22990,t,31067,Columbia Pike & S Walter Reed Dr,12
W22991,t,31917,N Lynn St & Fairfax Dr,17
W22992,t,31083,Potomac Greens Dr & Slaters Ln,18
W22993,t,31614,11th & H St NE,23
W22994,t,31916,Potomac & Swann Ave,27
W22995,t,31273,Hains Point/Buckeye & Ohio Dr SW,19
W22996,t,31811,South Capitol & Atlantic St SW,11
W22997,t,32223,North Shore Dr & Village Rd,14
W22998,t,31117,15th & Euclid St  NW,15
W22999,t,31405,Georgia Ave & Emerson St NW,21
W23000,t,32048,Bethesda Metro,5
W23001,t,31212,21st & M St NW,17
W23002,t,31115,Columbia Rd & Georgia Ave NW,22
W23003,t,32213,Sunset Hills & Old Reston Ave,10
W23004,t,32208,Tysons West Transit Center,7
W23005,f,,,
W23006,f,,,
W23007,t,32200,Spring Hill Metro,8
W23008,t,32206,Jones Branch & Westbranch Dr,5
W23009,t,31600,5th & K St NW,28
W23011,t,31097,Saint Asaph & Madison St,21
W23012,t,32213,Sunset Hills & Old Reston Ave,10
W23013,f,,,
W23015,t,32063,Amherst Ave & Elkins St,12
W23016,f,,,
W23017,t,31632,15th & F St NE,25
W23018,t,31215,Georgetown Harbor / 30th St NW,19
W23019,t,32212,New Dominion Pkwy & Fountain Dr,5
W23020,f,,,
W23021,t,31622,13th & D St NE,35
W23022,f,,,
W23023,t,31609,6th & Water St SW / SW Waterfront,26
W23024,t,31634,3rd & Tingey St SE,6
W23025,t,31117,15th & Euclid St  NW,15
W23026,t,31108,4th & M St SW,28
W23027,t,32216,Library St & Freedom Dr,11
W23028,t,32065,Grandview & Blueridge Ave,6
W23029,t,31062,S George Mason Dr & 13th St S,9
W23030,t,32214,Reston Town Center Transit Station,17
W23031,t,32040,Friendship Blvd & Willard Ave,19
W23032,t,32037,King Farm Blvd & Pleasant Dr,16
W23033,t,31619,Lincoln Park / 13th & East Capitol St NE ,30
W23034,f,,,
W23035,t,32213,Sunset Hills & Old Reston Ave,10
W23036,t,31102,11th & Kenyon St NW,30
W23037,t,31293,31st & Water St NW,15
W23038,t,31091,S Joyce & 16th St S,16
W23039,t,31054,Walter Reed Community Center / Walter Reed Dr & 16th St S,8
W23040,f,,,
W23041,t,32215,Reston Station,16
W23042,t,31209,1st & N St  SE,35
W23043,f,,,
W23044,t,31517,Union Market/6th St & Neal Pl NE,16
W23045,t,32218,Temporary Rd & Old Reston Ave,7
W23046,t,32203,Tysons One Pl & Chain Bridge Rd,8
W23049,t,31407,14th St & Colorado Ave NW,7
W23050,f,,,
W23052,t,31106,Calvert & Biltmore St NW,9
W23053,t,31114,18th St & Wyoming Ave NW,17
W23054,t,31519,1st & O St NW,19
W23056,t,32223,North Shore Dr & Village Rd,14
W23057,t,31503,Florida Ave & R St NW,27
W23058,t,32218,Temporary Rd & Old Reston Ave,7
W23059,t,31915,Powhatan St & Bashford Ln,9
W23060,t,32207,Westpark & Park Run Dr,9
W23061,t,31910,Potomac Ave & Main Line Blvd,10
W23062,t,31102,11th & Kenyon St NW,30
W23063,t,32066,Windham Ln & Amherst Ave,8
W23064,t,31202,14th & R St NW,20
W23066,t,31500,4th & W St NE,19
W23067,t,31249,Jefferson Memorial,31
W23068,t,31608,8th & Eye St SE / Barracks Row,14
W23069,t,31516,Rhode Island Ave Metro,9
W23071,t,31209,1st & N St  SE,35
W23072,t,32204,Tysons Corner Station,9
W23073,t,31057,S Four Mile Run Dr & S Shirlington Rd,9
W23074,t,32063,Amherst Ave & Elkins St,12
W23075,t,32065,Grandview & Blueridge Ave,6
W23076,t,32208,Tysons West Transit Center,7
W23077,t,32207,Westpark & Park Run Dr,9
W23078,f,,,
W23079,f,,,
W23080,t,32213,Sunset Hills & Old Reston Ave,10
W23081,f,,,
W23082,t,32215,Reston Station,16
W23083,t,31097,Saint Asaph & Madison St,21
W23084,t,31623,Columbus Circle / Union Station,51
W23085,f,,,
W23086,t,31605,3rd & D St SE,15
W23087,t,31641,2nd St & Massachusetts Ave NE,33
W23088,f,,,
W23089,t,32207,Westpark & Park Run Dr,9
W23090,t,31622,13th & D St NE,35
W23091,f,,,
W23092,t,31912,Mount Vernon Ave & Bruce St,10
W23093,t,31608,8th & Eye St SE / Barracks Row,14
W23094,t,32222,Towers Crescent Dr & Tysons One Pl,3
W23095,t,31645,6th & K St NE,23
W23096,t,31612,D St & Maryland Ave NE,28
W23097,t,31805,Pennsylvania & Minnesota Ave SE,8
W23098,t,32064,Amherst Ave & Prichard Rd,12
W23099,t,31600,5th & K St NW,28
W23100,t,31104,Adams Mill & Columbia Rd NW,4
W23101,t,32215,Reston Station,16
W23102,t,32200,Spring Hill Metro,8
W23103,t,31634,3rd & Tingey St SE,6
W23104,f,,,
W23105,t,31632,15th & F St NE,25
W23106,t,31712,Oklahoma Ave & D St NE,27
W23107,t,32214,Reston Town Center Transit Station,17
W23109,t,31081,Duke St & John Carlyle St,7
W23110,t,31029,N Veitch  & 20th St N,20
W23111,t,31106,Calvert & Biltmore St NW,9
W23112,t,31091,S Joyce & 16th St S,16
W23113,t,32207,Westpark & Park Run Dr,9
W23114,t,31505,Eckington Pl & Q St NE,16
W23115,t,31617,Bladensburg Rd & Benning Rd NE,24
W23116,t,31240,Ohio Dr & West Basin Dr SW / MLK & FDR Memorials,22
W23117,t,31108,4th & M St SW,28
W23118,t,31632,15th & F St NE,25
W23119,t,31310,Connecticut & Nebraska Ave NW,12
W23120,t,32055,Woodmont Ave & Strathmore St,12
W23121,t,31501,12th & Newton St NE,5
W23122,t,31627,M St & Delaware Ave NE,21
W23123,t,31245,7th & R St NW / Shaw Library,26
W23124,t,32216,Library St & Freedom Dr,11
W23125,f,,,
W23126,t,31909,Mount Vernon Ave & Four Mile Run Park,13
W23127,f,,,
W23128,t,31201,15th & P St NW,16
W23129,t,31615,6th & H St NE,35
W23130,t,32200,Spring Hill Metro,8
W23131,t,32203,Tysons One Pl & Chain Bridge Rd,8
W23132,t,31256,10th & E St NW,17
W23133,t,31209,1st & N St  SE,35
W23134,t,31500,4th & W St NE,19
W23135,t,31702,Randle Circle & Minnesota Ave SE,9
W23136,f,,,
W23137,t,31215,Georgetown Harbor / 30th St NW,19
W23138,t,31401,14th St & Spring Rd NW,15
W23140,t,31318,Connecticut Ave & Yuma St NW,23
W23141,t,31118,3rd & Elm St NW,20
W23142,t,31609,6th & Water St SW / SW Waterfront,26
W23143,t,32066,Windham Ln & Amherst Ave,8
W23144,t,32044,Rockville Metro East,13
W23145,f,,,
W23146,t,32032,Fleet St & Ritchie Pkwy,17
W23147,f,,,
W23148,t,31627,M St & Delaware Ave NE,21
W23149,t,31705,Benning Branch Library,9
W23150,t,32204,Tysons Corner Station,9
W23151,t,31111,10th & U St NW,17
W23152,t,31101,14th & V St NW,42
W23153,t,31256,10th & E St NW,17
W23154,t,31613,Eastern Market Metro / Pennsylvania Ave & 7th St SE,16
W23155,t,31289,Henry Bacon Dr & Lincoln Memorial Circle NW,21
W23156,t,31036,George Mason Dr & Wilson Blvd,15
W23157,t,32201,Westpark Dr & Leesburg Pike,7
W23158,t,31262,11th & F St NW,8
W23159,t,31055,28th St S & S Meade St,21
W23160,t,31519,1st & O St NW,19
W23161,t,31644,12th St & Pennsylvania Ave SE,25
W23162,t,31628,1st & K St SE,23
W23163,t,31120,10th & Florida Ave NW,21
W23164,t,32213,Sunset Hills & Old Reston Ave,10
W23165,t,31258,Lincoln Memorial,10
W23166,t,31202,14th & R St NW,20
W23167,t,31238,14th & G St NW,5
W23168,t,31405,Georgia Ave & Emerson St NW,21
W23169,t,31282,16th & R St NW,20
W23170,t,31027,Key Blvd & N Quinn St,7
W23171,t,31112,Harvard St & Adams Mill Rd NW,17
W23172,t,31700,Good Hope & Naylor Rd SE,5
W23173,t,31116,California St & Florida Ave NW,21
W23174,t,31094,Lee Hwy & N Kirkwood Rd,23
W23175,t,31305,Connecticut Ave & Newark St NW / Cleveland Park,16
W23176,t,32215,Reston Station,16
W23177,t,31509,New Jersey Ave & R St NW,27
W23178,t,31612,D St & Maryland Ave NE,28
W23179,t,31604,3rd & H St NW,16
W23180,t,31244,4th & E St SW,19
W23181,t,31916,Potomac & Swann Ave,27
W23182,t,31624,North Capitol St & F St NW,24
W23183,t,31085,Mount Vernon Ave & E Nelson Ave,13
W23184,t,31634,3rd & Tingey St SE,6
W23185,f,,,
W23186,t,31098,King St Metro North / Cameron St,19
W23188,f,,,
W23189,t,31091,S Joyce & 16th St S,16
W23190,t,31026,Washington Blvd & 10th St N,5
W23191,t,31917,N Lynn St & Fairfax Dr,17
W23192,t,31645,6th & K St NE,23
W23193,f,,,
W23194,t,31036,George Mason Dr & Wilson Blvd,15
W23195,t,32205,Westpark & Jones Branch Dr,11
W23196,t,32215,Reston Station,16
W23197,t,31317,Wisconsin Ave & Ingomar St NW,12
